postgres-1  | 2025-10-21 05:09:20.786 UTC [15685] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:20.938 UTC [15965] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:20.938 UTC [15965] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:22.008 UTC [15966] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:22.008 UTC [15966] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:23.064 UTC [15974] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:23.064 UTC [15974] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:24.053 UTC [15975] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:24.053 UTC [15975] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:25.608 UTC [15976] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:25.608 UTC [15976] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:26.869 UTC [15977] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:26.869 UTC [15977] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:27.907 UTC [15985] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:27.907 UTC [15985] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:29.321 UTC [15986] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:29.321 UTC [15986] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:30.435 UTC [15987] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:30.435 UTC [15987] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:31.425 UTC [15988] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:31.425 UTC [15988] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:32.317 UTC [15989] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:32.317 UTC [15989] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:33.220 UTC [15997] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:33.220 UTC [15997] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:34.464 UTC [15998] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:34.464 UTC [15998] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:36.156 UTC [15999] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:36.156 UTC [15999] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:37.459 UTC [16000] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:37.459 UTC [16000] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:38.621 UTC [16008] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:38.621 UTC [16008] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:39.653 UTC [16009] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:39.653 UTC [16009] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:40.533 UTC [16010] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:40.533 UTC [16010] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:41.447 UTC [16011] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:41.447 UTC [16011] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:42.402 UTC [16012] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:42.402 UTC [16012] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:43.332 UTC [16020] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:43.332 UTC [16020] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:44.310 UTC [16021] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:44.310 UTC [16021] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:45.226 UTC [16022] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:45.226 UTC [16022] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:46.091 UTC [16023] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:46.091 UTC [16023] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:46.969 UTC [16024] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:46.969 UTC [16024] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:48.004 UTC [16032] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:48.004 UTC [16032] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:49.065 UTC [16033] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:49.065 UTC [16033] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:50.163 UTC [16034] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:50.163 UTC [16034] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:51.252 UTC [16035] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:51.252 UTC [16035] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:52.234 UTC [16036] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:52.234 UTC [16036] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:53.455 UTC [16044] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:53.455 UTC [16044] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:54.648 UTC [16045] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:54.648 UTC [16045] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:55.774 UTC [16046] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:55.774 UTC [16046] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:56.924 UTC [16047] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:56.924 UTC [16047] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:57.915 UTC [16048] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:57.915 UTC [16048] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:58.799 UTC [16056] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:58.799 UTC [16056] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:11:59.694 UTC [16057] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:11:59.694 UTC [16057] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:00.837 UTC [16058] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:00.837 UTC [16058] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:02.442 UTC [16059] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:02.442 UTC [16059] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:03.593 UTC [16067] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:03.593 UTC [16067] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:05.055 UTC [16068] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:05.055 UTC [16068] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:05.960 UTC [16069] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:05.960 UTC [16069] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:07.007 UTC [16070] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:07.007 UTC [16070] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:07.995 UTC [16071] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:07.995 UTC [16071] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:08.962 UTC [16079] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:08.962 UTC [16079] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:09.852 UTC [16080] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:09.852 UTC [16080] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:10.942 UTC [16081] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:10.942 UTC [16081] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:11.920 UTC [16082] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:11.920 UTC [16082] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:12.917 UTC [16083] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:12.917 UTC [16083] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:14.292 UTC [16092] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:14.292 UTC [16092] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:15.425 UTC [16093] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:15.425 UTC [16093] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:16.577 UTC [16094] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:16.577 UTC [16094] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:17.739 UTC [16095] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:17.739 UTC [16095] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:18.721 UTC [16103] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:18.721 UTC [16103] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:19.795 UTC [16104] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:19.795 UTC [16104] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:20.730 UTC [16105] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:20.730 UTC [16105] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:21.867 UTC [16106] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:21.867 UTC [16106] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:22.786 UTC [16107] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:22.786 UTC [16107] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:23.670 UTC [16115] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:23.670 UTC [16115] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:24.941 UTC [16116] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:24.941 UTC [16116] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:26.390 UTC [16117] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:26.390 UTC [16117] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:26.498 UTC [16118] FATAL:  password authentication failed for user "postgre"
postgres-1  | 2025-10-21 05:12:26.498 UTC [16118] DETAIL:  Role "postgre" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:27.481 UTC [16119] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:27.481 UTC [16119] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:28.934 UTC [16127] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:28.934 UTC [16127] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:29.832 UTC [16128] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:29.832 UTC [16128] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:30.800 UTC [16129] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:12:30.800 UTC [16129] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:12:32.028 UTC [16130] FATAL:  password authentication failed for user "postgres"
